image,label
yanStyle_丁.png,yanStyle
yanStyle_上.png,yanStyle
yanStyle_下.png,yanStyle
yanStyle_不.png,yanStyle
yanStyle_且.png,yanStyle
yanStyle_世.png,yanStyle
yanStyle_丙.png,yanStyle
yanStyle_並.png,yanStyle
yanStyle_中.png,yanStyle
yanStyle_丸.png,yanStyle
yanStyle_丹.png,yanStyle
yanStyle_主.png,yanStyle
yanStyle_乂.png,yanStyle
yanStyle_乃.png,yanStyle
yanStyle_之.png,yanStyle
yanStyle_乎.png,yanStyle
yanStyle_九.png,yanStyle
yanStyle_事.png,yanStyle
yanStyle_云.png,yanStyle
yanStyle_五.png,yanStyle
yanStyle_亡.png,yanStyle
yanStyle_交.png,yanStyle
yanStyle_亦.png,yanStyle
yanStyle_京.png,yanStyle
yanStyle_人.png,yanStyle
yanStyle_仁.png,yanStyle
yanStyle_仕.png,yanStyle
yanStyle_仙.png,yanStyle
yanStyle_令.png,yanStyle
yanStyle_以.png,yanStyle
yanStyle_仰.png,yanStyle
yanStyle_伊.png,yanStyle
yanStyle_伏.png,yanStyle
yanStyle_伐.png,yanStyle
yanStyle_伯.png,yanStyle
yanStyle_似.png,yanStyle
yanStyle_佐.png,yanStyle
yanStyle_何.png,yanStyle
yanStyle_作.png,yanStyle
yanStyle_佳.png,yanStyle
yanStyle_使.png,yanStyle
yanStyle_侈.png,yanStyle
yanStyle_侠.png,yanStyle
yanStyle_俗.png,yanStyle
yanStyle_信.png,yanStyle
yanStyle_修.png,yanStyle
yanStyle_俯.png,yanStyle
yanStyle_俶.png,yanStyle
yanStyle_倫.png,yanStyle
yanStyle_假.png,yanStyle
yanStyle_傅.png,yanStyle
yanStyle_傍.png,yanStyle
yanStyle_催.png,yanStyle
yanStyle_傳.png,yanStyle
yanStyle_傷.png,yanStyle
yanStyle_傾.png,yanStyle
yanStyle_儀.png,yanStyle
yanStyle_優.png,yanStyle
yanStyle_光.png,yanStyle
yanStyle_兒.png,yanStyle
yanStyle_內.png,yanStyle
yanStyle_八.png,yanStyle
yanStyle_兵.png,yanStyle
yanStyle_其.png,yanStyle
yanStyle_具.png,yanStyle
yanStyle_典.png,yanStyle
yanStyle_再.png,yanStyle
yanStyle_冠.png,yanStyle
yanStyle_冥.png,yanStyle
yanStyle_冬.png,yanStyle
yanStyle_凋.png,yanStyle
yanStyle_出.png,yanStyle
yanStyle_分.png,yanStyle
yanStyle_切.png,yanStyle
